uri,artist_names,track_name,search_term
spotify:track:5aJEh9Oqdz7PRLKTpH25pB,Harry Styles,Lights Up,harry styles lights up
spotify:track:4fj7e6Tc48Bmomwyz2Z2XC,"Manuel Turizo, Anuel AA",Te Quemaste,"manuel turizo, anuel aa te quemaste"
spotify:track:684EjRHwNsZQ9hCQxL4NYL,"Dímelo Flow, Nicky Jam, Sech, Farruko, Zion, Lunay","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","dímelo flow, nicky jam, sech, farruko, zion, lunay el favor (with nicky jam & sech, feat. farruko, zion & lunay)"
spotify:track:2O2J6GrQzv3mkXuMfFEPMY,"Lasso, Danna Paola",Subtítulos,"lasso, danna paola subtítulos"
spotify:track:7fM24rKaYCTGf85Lj8U2pk,Rels B,SIN MIRAR LAS SEÑALES,rels b sin mirar las señales
spotify:track:5I2I0xdHPV5opTDQbItBIb,"Rels B, DELLAFUENTE",Buenos Genes,"rels b, dellafuente buenos genes"
spotify:track:6ofuqm2qLMi9lBFEF9mJMb,Ozuna,Hasta Que Salga el Sol,ozuna hasta que salga el sol
spotify:track:7pxL0DzPpCjjcdfQccvnus,"Piso 21, Myke Towers",Una Vida Para Recordar,"piso 21, myke towers una vida para recordar"
spotify:track:1mlGScrDQqHqmhdIqE8MmA,"Morat, Juanes",Besos En Guerra,"morat, juanes besos en guerra"
spotify:track:48zFZh27QU5qsrBjn4C2FA,"Ozuna, Manuel Turizo",Vaina Loca,"ozuna, manuel turizo vaina loca"
spotify:track:0gcOnIUKIG6JF56iFUfE0p,"Juanes, Sebastian Yatra",Bonita,"juanes, sebastian yatra bonita"
spotify:track:2plLJpUcYPFrl1sW2pMG63,Harry Styles,Lights Up,harry styles lights up
spotify:track:26Qhn2T88XqVinXQpmSarj,"Nicky Jam, Sech",Atrévete,"nicky jam, sech atrévete"
spotify:track:5qN1G8fSHq4Sv5FRoOkNGu,Paulo Londra,Por Eso Vine,paulo londra por eso vine
spotify:track:671sG3ETDxC3L6qcGIrHRM,Morat,A Dónde Vamos,morat a dónde vamos
spotify:track:5czRuLp5tTxJJOUOUNLGej,Yuridia,No Le Llames Amor,yuridia no le llames amor
spotify:track:5QSYWruQQ7kBCHScI4xJ9g,Manuel Medrano,Bajo El Agua,manuel medrano bajo el agua
spotify:track:22t10FTx8y3pC5fjLuKJ8K,Carlos Rivera,Te Esperaba,carlos rivera te esperaba
spotify:track:3dWpRjCmaHbroNahuSeX11,"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",Rebota - Remix,"guaynaa, nicky jam, farruko, becky g, sech rebota - remix"
spotify:track:57kdZIOAaolxAjB67d2yU3,Duki,Goteo,duki goteo
spotify:track:2UAWYufVaO3EnUUNzl0ppO,WOS,CANGURO,wos canguro
spotify:track:5qFeMRz4TvetPmzjre9Dq7,"J Balvin, Zion & Lennox",No Es Justo,"j balvin, zion & lennox no es justo"
spotify:track:3KekO5WUfJsh7kYU9o2w50,"Nicky Jam, Sech",Atrévete,"nicky jam, sech atrévete"
spotify:track:6v0lAdFF4haL8xjBIUjtOw,"Nicky Jam, Ozuna",Te Robaré,"nicky jam, ozuna te robaré"
spotify:track:1KdwnsWOvhM53vezy5ROuf,"C. Tangana, Paloma Mami",No Te Debí Besar,"c. tangana, paloma mami no te debí besar"
spotify:track:2rWqS3ftIPB9SrgZKwpGiX,Guaynaa,Buyaka,guaynaa buyaka
spotify:track:6pNjmMB8FTMEcqGSgs7Mji,"Farruko, Ozuna, Lunay, Sech, Sharo Towers",Nadie (feat. Sech & Sharo Towers) - Remix,"farruko, ozuna, lunay, sech, sharo towers nadie (feat. sech & sharo towers) - remix"
spotify:track:2S93hylQBYLndMnaJuso8S,"Bizarrap, Nicki Nicole","Nicki Nicole: Bzrp Music Sessions, Vol. 13","bizarrap, nicki nicole nicki nicole: bzrp music sessions, vol. 13"
spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Kanye West,Follow God,kanye west follow god
spotify:track:4jvnEOBSRMdJAsBCwYtA1y,"Pitbull, Daddy Yankee, Natti Natasha",No Lo Trates,"pitbull, daddy yankee, natti natasha no lo trates"
spotify:track:1c0hsvHLELX6y8qymnpLKL,"Lunay, Daddy Yankee, Bad Bunny",Soltera - Remix,"lunay, daddy yankee, bad bunny soltera - remix"
spotify:track:3Va0BMGnhr3XuQE7qNWCHJ,Rels B,ORGULLO,rels b orgullo
spotify:track:2p89F5HPntIfuJ1SnuPoeK,"Rels B, Don Patricio","¿CÓMO TE VA, QUERIDA?","rels b, don patricio ¿cómo te va, querida?"
spotify:track:0FqT9GmM94Zd0WreIvOFwB,Rels B,LA LATINA,rels b la latina
spotify:track:4u0XPm834TLSPBKbl9rWP3,Alfredo Olivas,El Día De Los Muertos,alfredo olivas el día de los muertos
spotify:track:302I7g0l3jmAbzFu9WBCmu,"Camilo, Shakira, Pedro Capó",Tutu - Remix,"camilo, shakira, pedro capó tutu - remix"
spotify:track:7wUt1v2ddVqPayC8EKDp5P,José José,El Amar y el Querer,josé josé el amar y el querer
spotify:track:63W11KVHDOpSlh3XMQ7qMg,Gary Glitter,Rock And Roll Part II,gary glitter rock and roll part ii
spotify:track:0tJCo71s7HT9Mu5Z4juuLw,"Sech, Farruko, Zion & Lennox",Solita,"sech, farruko, zion & lennox solita"
spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,"Becky G, Paulo Londra",Cuando Te Besé,"becky g, paulo londra cuando te besé"
spotify:track:4Wg6Ggb6DY8OmlFQvvHO9b,José José,Gavilán o Paloma,josé josé gavilán o paloma
spotify:track:0cl1HHPNtWJOQx0mNUnAFg,Rels B,ORGULLO,rels b orgullo
spotify:track:4Ffrs6kqh1cyNC1gdRWI38,José José,Si Me Dejas Ahora,josé josé si me dejas ahora
spotify:track:4ziiAuFyXiY1HNSLGM1xv8,"Becky G, Myke Towers",DOLLAR,"becky g, myke towers dollar"
spotify:track:3AnFYXJMTNJtQUwsJWmTK4,"Jesse & Joy, J Balvin",Mañana Es Too Late,"jesse & joy, j balvin mañana es too late"
spotify:track:4hsISengUD6beOi6kUIcXl,José José,Vamos a Darnos Tiempo,josé josé vamos a darnos tiempo
spotify:track:69cgiu9Ifd9Sh0FMWZsASJ,José José,Almohada,josé josé almohada
spotify:track:00Ia46AgCNfnXjzgH8PIKH,"Reykon, Maluma",Latina (feat. Maluma),"reykon, maluma latina (feat. maluma)"
spotify:track:2ijef6ni2amuunRoKTlgww,"Becky G, Natti Natasha",Sin Pijama,"becky g, natti natasha sin pijama"
spotify:track:1DFD5Fotzgn6yYXkYsKiGs,"MEDUZA, Goodboys",Piece Of Your Heart,"meduza, goodboys piece of your heart"
spotify:track:3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté - Remix,"nio garcia, casper magico, bad bunny, darell, ozuna, nicky jam te boté - remix"
spotify:track:5KbBGUpIZd6gVFUU8tqYiQ,"Myke Towers, Farruko",Si Se Da,"myke towers, farruko si se da"
spotify:track:4AjWbAwRpxk2worpjNH5CS,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,"rich music ltd, sech, dalex, justin quiles, lenny tavárez, feid, wisin, zion quizas"
spotify:track:0yLY4czSNJdG9EIRGyt7BE,José José,La Nave del Olvido,josé josé la nave del olvido
spotify:track:3NkJNL3WqO1Lqc3uNDxvCN,"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"ariana grande, miley cyrus, lana del rey don’t call me angel (charlie’s angels) (with miley cyrus & lana del rey)"
spotify:track:3nlBG0lCutyuRX3jDRALw0,José José,Lo Que No Fue No Será,josé josé lo que no fue no será
spotify:track:65vU70CBDU0sQDfOWkwUEH,José José,Lo Dudo,josé josé lo dudo
spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)","dan + shay, justin bieber 10,000 hours (with justin bieber)"
spotify:track:1eDK4TD4cNzCgLOzAxKvus,José José,Volcán,josé josé volcán
spotify:track:6vBdBCoOhKHiYDDOcorfNo,"Post Malone, Young Thug",Goodbyes (feat. Young Thug),"post malone, young thug goodbyes (feat. young thug)"
spotify:track:59Q0mA0Bq3bqfV5ySjfTbn,José José,He Renunciado a Ti - Remasterizado,josé josé he renunciado a ti - remasterizado
spotify:track:1EoEU4HY57qaITp06TkC6B,Duki,Goteo,duki goteo
spotify:track:0jeS8PyyIRAG0A3t5DtL71,Myke Towers,La Playa,myke towers la playa
spotify:track:7mWFF4gPADjTQjC97CgFVt,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",Baila Baila Baila - Remix,"ozuna, daddy yankee, j balvin, farruko, anuel aa baila baila baila - remix"
spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,taylor swift lover
spotify:track:4TuVPlUrfKpAqPUJFjONcM,José José,El Amor Acaba,josé josé el amor acaba
spotify:track:7cKJU8WACX7lx5TBTNgzFT,José José,No Me Digas Que Te Vas,josé josé no me digas que te vas
spotify:track:51TFIzlPxFyQsKhBE9tHDe,"José José, Aleks Syntek",Preso (with Aleks Syntek),"josé josé, aleks syntek preso (with aleks syntek)"
spotify:track:7tQ24skemknA6PPh6gwFi1,"Yera, Morat",Mejores Amigos,"yera, morat mejores amigos"
spotify:track:0obZNcrCzraxd9HtiGmlhj,José José,Seré,josé josé seré
spotify:track:4wyNKAZe82BNlp2lHiR1FX,WOS,CANGURO,wos canguro
spotify:track:4Vb5YCg2XtUIM7PxE0KqY6,José José,40 y 20,josé josé 40 y 20
spotify:track:4OYyJwXmLF6AaDHy7R39aR,José José,Amnesia,josé josé amnesia
spotify:track:2ygSprUUsLJTu16DzspsDm,José José,Cuando Vayas Conmigo,josé josé cuando vayas conmigo
spotify:track:5R7C9FzhN3l7T01xASxcQ4,José José,Mi Vida,josé josé mi vida
spotify:track:0NCQuXo5AGew6q50KwPngk,José José,O Tú o Yo,josé josé o tú o yo
spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,"Billie Eilish, Justin Bieber",bad guy (with Justin Bieber),"billie eilish, justin bieber bad guy (with justin bieber)"
spotify:track:4gqMVEJSaL5nNeKj5WmVoT,"Pitbull, Daddy Yankee, Natti Natasha",No Lo Trates,"pitbull, daddy yankee, natti natasha no lo trates"
spotify:track:0Ryd8975WihbObpp5cPW1t,"Ariana Grande, Social House",boyfriend (with Social House),"ariana grande, social house boyfriend (with social house)"
spotify:track:0WpwK09agFbwEUaNrGnXoe,"Manuel Turizo, Ozuna",Esclavo de Tus Besos,"manuel turizo, ozuna esclavo de tus besos"
spotify:track:6rXxAohZzTDsP5KT3IDFIU,"Prince Royce, Manuel Turizo",Cúrame (feat. Manuel Turizo),"prince royce, manuel turizo cúrame (feat. manuel turizo)"
spotify:track:5s8LepdwU0THzpd0M7nLsa,Ozuna,Te Soñé de Nuevo,ozuna te soñé de nuevo
spotify:track:2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,j balvin reggaeton
spotify:track:37eGbhE1xVFSvcKkqGb6i1,"Sean Paul, J Balvin",Contra La Pared,"sean paul, j balvin contra la pared"
spotify:track:5mB0MGsRfKZALHrXjnktCK,Caifanes,La Célula Que Explota,caifanes la célula que explota
spotify:track:5tyznRXlcIx0XlQ7S8iCMW,Zoé,Love,zoé love
spotify:track:703iVQrfbQsXt7Uzgy1h8k,Sebastian Yatra,Cristina,sebastian yatra cristina
spotify:track:2GggG2lQVYuus2aeAybe8M,Caos,La Planta,caos la planta
spotify:track:0v8QpLDCw2n7ikFuiRKIx5,Pepe Aguilar,Por Mujeres Como Tú,pepe aguilar por mujeres como tú
spotify:track:7if2mDYRGkYTUMzlNgiNqv,Joan Sebastian,Tatuajes,joan sebastian tatuajes
spotify:track:1TojBnaen0BzIoZfVccGng,Alejandro Fernández,Mátalas,alejandro fernández mátalas
spotify:track:7lR4UmEDJ1ngczVX2NiNi4,Ozuna,Te Soñé de Nuevo,ozuna te soñé de nuevo
spotify:track:7nAvryV9PVCt9PQGPx7I0z,Luis Miguel,Si Nos Dejan - En Vivo,luis miguel si nos dejan - en vivo
spotify:track:1eYOhFmz0XE88blscy5YET,Marcos Menchaca,Viernes 13,marcos menchaca viernes 13
spotify:track:66NNoydhDCKHjBZjO4OnNm,"Los Ángeles Azules, Ximena Sariñana",Mis Sentimientos,"los ángeles azules, ximena sariñana mis sentimientos"
spotify:track:05mDaV9Vb3wrzjF6OPZnhq,Post Malone,Saint-Tropez,post malone saint-tropez
spotify:track:2qMnZF5Ja2WvmfbblByQza,"Lunay, Daddy Yankee, Bad Bunny",Soltera - Remix,"lunay, daddy yankee, bad bunny soltera - remix"
spotify:track:51MMC5DogGZAnHil5HQAXg,Post Malone,Circles,post malone circles
spotify:track:4VqTRBvYg0z8C4nsl4Hupy,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"post malone, swae lee sunflower - spider-man: into the spider-verse"
spotify:track:3bEezT99PBfz3BB9yEq4X8,Kenia OS,Delito,kenia os delito
spotify:track:7C39RtGhnEw7cyf0Pyw7PV,Post Malone,Saint-Tropez,post malone saint-tropez
spotify:track:3H9GDhVVTlmFQSmpt51qiP,"Paulo Londra, De La Ghetto, Justin Quiles",Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),"paulo londra, de la ghetto, justin quiles solo pienso en ti (feat. de la ghetto & justin quiles)"
spotify:track:71pEiUWwfDFiRO6RmFpnBf,"J Balvin, Bad Bunny",MOJAITA,"j balvin, bad bunny mojaita"
spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,jonas brothers sucker
spotify:track:3pJfnBjO3kjudEchcPEDxS,Caifanes,Afuera,caifanes afuera
spotify:track:2V4hc5gplg7EXlrRUvD4rp,"Morat, Aitana",Presiento,"morat, aitana presiento"
spotify:track:7LzouaWGFCy4tkXDOOnEyM,Camila Cabello,Liar,camila cabello liar
spotify:track:4ggiDYAkJ7Yk8d5xOr7Xjo,"Reik, Ozuna, Wisin",Me Niego (feat. Ozuna & Wisin),"reik, ozuna, wisin me niego (feat. ozuna & wisin)"
spotify:track:4058DPUoC7sLPQ05pr3e4C,Cartel De Santa,Si Te Vienen a Contar,cartel de santa si te vienen a contar
spotify:track:08aYFNUTIOMGq93e2VSArQ,"Rauw Alejandro, Nicky Jam",Que Le De,"rauw alejandro, nicky jam que le de"
spotify:track:5Qykmc6YTWMvZMmBcHUdMU,Manuel Turizo,Nada Ha Cambiado,manuel turizo nada ha cambiado
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"post malone, swae lee sunflower - spider-man: into the spider-verse"
spotify:track:4VginDwYTP2eaHJzO0QMjG,Post Malone,Circles,post malone circles
spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),"ed sheeran, khalid beautiful people (feat. khalid)"
spotify:track:2zufEOvbBeIzYnRktwYk1W,Manuel Turizo,Culpables,manuel turizo culpables
spotify:track:3xcCix7Jv1Rp90YVmgo35D,Wolfine,Bella,wolfine bella
spotify:track:3QwBODjSEzelZyVjxPOHdq,"Zion & Lennox, J Balvin",Otra vez (feat. J Balvin),"zion & lennox, j balvin otra vez (feat. j balvin)"
spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,You Need To Calm Down,taylor swift you need to calm down
spotify:track:3RauEVgRgj1IuWdJ9fDs70,Taylor Swift,The Man,taylor swift the man
spotify:track:2Rk4JlNc2TPmZe2af99d45,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),"taylor swift, brendon urie, panic! at the disco me! (feat. brendon urie of panic! at the disco)"
spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,ozuna baila baila baila
spotify:track:5jf0PmPCHefQ78uAzqIqbj,Manuel Turizo,Una Lady Como Tú,manuel turizo una lady como tú
spotify:track:1xeLSOaNvDg68FGjIkJxkU,Cartel De Santa,Pollo y Conejo,cartel de santa pollo y conejo
spotify:track:1DcxnVNFAyVl2sDQ646pXS,Kevin Roldan,PPP,kevin roldan ppp
spotify:track:3mN2DtljBhnrIpc3Nu2pJ8,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",Déjate Querer,"lalo ebratt, sebastian yatra, yera, trapical minds déjate querer"
spotify:track:675w3ACw5xZR3ODhUJlEVN,Manuel Turizo,Sola,manuel turizo sola
spotify:track:0bzbvANY6oETSJLc0wlVGY,Taylor Swift,Lover,taylor swift lover
spotify:track:3g4UyIcQwutiG0TfW32GnX,"Manuel Turizo, Ozuna",Esclavo de Tus Besos,"manuel turizo, ozuna esclavo de tus besos"
spotify:track:0U6bQIAh6MCGo1xjbIIx2S,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike",Instagram,"dimitri vegas & like mike, david guetta, daddy yankee, afro bros, natti natasha, dimitri vegas, like mike instagram"
spotify:track:71AMvL4Fey4MwxQShk4VBR,Los Enanitos Verdes,Luz De Dia - En Vivo,los enanitos verdes luz de dia - en vivo
spotify:track:6Za3190Sbw39BBC77WSS1C,"Natti Natasha, Ozuna",Criminal,"natti natasha, ozuna criminal"
spotify:track:5TVpVYcU47B23onx6llnvv,Calibre 50,Simplemente Gracias,calibre 50 simplemente gracias
spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,katy perry never really over
spotify:track:2fOjendzUzepHwR9QrVyYF,"Becky G, Maluma",La Respuesta,"becky g, maluma la respuesta"
spotify:track:6pK5edDoyrn4mWwRSVc2a5,Ozuna,Amor Genuino,ozuna amor genuino
spotify:track:4jRSV2R1mO5pQ5upXATMi2,Rels B,Mejor No Nos Vemos,rels b mejor no nos vemos
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,queen don't stop me now - remastered 2011
spotify:track:2RVrdr062uLFxXwIxwdXPH,"Piso 21, Paulo Londra",Te Amo,"piso 21, paulo londra te amo"
spotify:track:5LciLoxa1gK70yIUeoHgRx,"Bomba Estéreo, Tainy",To My Love - Tainy Remix,"bomba estéreo, tainy to my love - tainy remix"
spotify:track:0xXhgLXfEHnWJHVgRvFvdn,Reik,Creo en Ti,reik creo en ti
spotify:track:51uLQESb4VnYAbs5WtGxho,"Yandel, Sebastian Yatra, Manuel Turizo",En Cero,"yandel, sebastian yatra, manuel turizo en cero"
spotify:track:29fRTIKsJhLUJoldM89GZS,Taylor Swift,You Need To Calm Down,taylor swift you need to calm down
spotify:track:62o8KoI44JfN7aYxgTnPvh,Maluma,Mala Mía,maluma mala mía
spotify:track:1uiX0bdc2sPHcL1k02bC2G,"Rels B, Don Patricio","¿CÓMO TE VA, QUERIDA?","rels b, don patricio ¿cómo te va, querida?"
spotify:track:0KmeVVL1SHlPIiHWtOD34X,"Abraham Mateo, CNCO",Me Vuelvo Loco,"abraham mateo, cnco me vuelvo loco"
spotify:track:6MJUCumnQsQEKbCy28tbCP,"Daddy Yankee, Anuel AA",Adictiva,"daddy yankee, anuel aa adictiva"
spotify:track:2aksifNn5ph8igDOkPBA02,Rihanna,Love On The Brain,rihanna love on the brain
spotify:track:0IQJvfyAOwKrcDxZgyLTny,Carin Leon,Me La Avente,carin leon me la avente
spotify:track:5J64qSSq0VZuh0CiI9o9Nq,"Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel",Tú No Amas,"mambo kingz, dj luian, anuel aa, karol g, arcangel tú no amas"
spotify:track:4T4CZ3Q4z3GG7lU720YYhM,"Lunay, Chris Jedi, Gaby Music",Soltera,"lunay, chris jedi, gaby music soltera"
spotify:track:2E82gORVSA7UMEz5M1IP3b,KAROL G,Punto G,karol g punto g
spotify:track:5iXCrcLT5iirF2UTmaa284,Kenia OS,Mentiroso,kenia os mentiroso
spotify:track:0TK2YIli7K1leLovkQiNik,"Shawn Mendes, Camila Cabello",Señorita,"shawn mendes, camila cabello señorita"
spotify:track:1fBXSMOusjaj7GjzErHmUI,"DJ Snake, J Balvin, Tyga",Loco Contigo (feat. J. Balvin & Tyga),"dj snake, j balvin, tyga loco contigo (feat. j. balvin & tyga)"
spotify:track:6u7jPi22kF8CTQ3rb9DHE7,"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,"lil nas x, billy ray cyrus old town road - remix"
spotify:track:5BRUlCrkTljRTux8BUPUDp,"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","dj snake, selena gomez, ozuna, cardi b taki taki (feat. selena gomez, ozuna & cardi b)"
spotify:track:2qRN7PWiHRLprw4FpDeI9N,"Ed Sheeran, Paulo Londra, Dave",Nothing On You (feat. Paulo Londra & Dave),"ed sheeran, paulo londra, dave nothing on you (feat. paulo londra & dave)"
spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,ed sheeran perfect
spotify:track:4au7FRcgZzChASRYu279xH,"Daddy Yankee, Katy Perry, Snow",Con Calma - Remix,"daddy yankee, katy perry, snow con calma - remix"
spotify:track:6mKs2kkBgvf090H566n1pd,"6ix9ine, Anuel AA",BEBE,"6ix9ine, anuel aa bebe"
spotify:track:7dNwJbsT0sg1le5kVugGJb,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",Bubalu,"becky g, prince royce, dj luian, mambo kingz, anuel aa bubalu"
spotify:track:1f38Gx6xQz6r4H1jGVNBJo,"DJ Snake, J Balvin, Tyga",Loco Contigo (feat. J. Balvin & Tyga),"dj snake, j balvin, tyga loco contigo (feat. j. balvin & tyga)"
spotify:track:4w8niZpiMy6qz1mntFA5uM,"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","dj snake, selena gomez, ozuna, cardi b taki taki (with selena gomez, ozuna & cardi b)"
spotify:track:3VHtIuKm8MvOTo81Usu2f5,El de La Guitarra,A Lo Lejos Me Veran,el de la guitarra a lo lejos me veran
spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,billie eilish bury a friend
spotify:track:7knLcYCOSaURD0d7HUULFM,"J Balvin, Bad Bunny, Mr Eazi",COMO UN BEBÉ,"j balvin, bad bunny, mr eazi como un bebé"
spotify:track:7alOsNr36sJ8CyOEP4aILq,"J Balvin, Bad Bunny",ODIO,"j balvin, bad bunny odio"
spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next","ariana grande thank u, next"
spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),"post malone, 21 savage rockstar (feat. 21 savage)"
spotify:track:1DhRbox3xkceP64k3JeYfW,"Ed Sheeran, Travis Scott",Antisocial (with Travis Scott),"ed sheeran, travis scott antisocial (with travis scott)"
spotify:track:3HVWdVOQ0ZA45FuZGSfvns,"Ed Sheeran, Justin Bieber",I Don't Care (with Justin Bieber),"ed sheeran, justin bieber i don't care (with justin bieber)"
spotify:track:4evmHXcjt3bTUHD1cvny97,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),"ed sheeran, khalid beautiful people (feat. khalid)"
spotify:track:0uIfrUwwg0Z7KTitul7E3T,"J Balvin, Bad Bunny",YO LE LLEGO,"j balvin, bad bunny yo le llego"
spotify:track:2nHekPOutiUg9MiCp74NjH,Jenni Rivera,Aparentemente Bien - Versión Banda,jenni rivera aparentemente bien - versión banda
spotify:track:3cg9A9GVyZAT2CPevqWr65,"Ozuna, Anuel AA",Cambio,"ozuna, anuel aa cambio"
spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,lil nas x old town road
spotify:track:7MHN1aCFtLXjownGhvEQlF,Manuel Turizo,Una Lady Como Tú,manuel turizo una lady como tú
spotify:track:5lwVd35Zg6DJ4qibVMq99H,"Luis Fonsi, Sebastian Yatra, Nicky Jam",Date La Vuelta,"luis fonsi, sebastian yatra, nicky jam date la vuelta"
spotify:track:1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,imagine dragons thunder
spotify:track:4Ft0391aLVNtCPPseh98lp,Sebastian Yatra,Traicionera,sebastian yatra traicionera
spotify:track:5OUGSwa2eadrcAsMdUItmO,Banda MS de Sergio Lizárraga,Mejor Me Alejo,banda ms de sergio lizárraga mejor me alejo
spotify:track:4pj77Vx66vvbodiwLt1wMH,"Ghetto Kids, Guaynaa, Mad Fuentes",Tra Tra Tra Remix - Remix,"ghetto kids, guaynaa, mad fuentes tra tra tra remix - remix"
spotify:track:6SYSu569pfYdkDT9A5lZqi,"J Balvin, Bad Bunny",CUIDAO POR AHÍ,"j balvin, bad bunny cuidao por ahí"
spotify:track:3Bfk6acWUkwZnXm4RS4ynC,"Ghetto Kids, Mad Fuentes",Tra Tra Tra,"ghetto kids, mad fuentes tra tra tra"
spotify:track:2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,imagine dragons natural
spotify:track:4MR1AZhe1p0zTuH2HGhX9L,"Zion & Lennox, Anuel AA, Haze",Guayo,"zion & lennox, anuel aa, haze guayo"
spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",I Like It,"cardi b, bad bunny, j balvin i like it"
spotify:track:6JqpFboOH2bq9pzaYbkKBn,"Sofía Reyes, Rita Ora, Anitta",R.I.P. (feat. Rita Ora & Anitta),"sofía reyes, rita ora, anitta r.i.p. (feat. rita ora & anitta)"
spotify:track:6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Can't Have You,shawn mendes if i can't have you
spotify:track:4ZLzoOkj0MPWrTLvooIuaa,"Kina, Snøw",Get You The Moon (feat. Snøw),"kina, snøw get you the moon (feat. snøw)"
spotify:track:2hyAEExgoEfxrVJKUJTqZV,Yuridia,Amigos No por Favor (Primera Fila) - En Vivo,yuridia amigos no por favor (primera fila) - en vivo
spotify:track:4RGKft6YTTWHjpQeRIInuS,"KAROL G, Anuel AA",Culpables,"karol g, anuel aa culpables"
spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,billie eilish when the party's over
spotify:track:2VhJ4nrPorAbySEgO4V0BS,Zoé,Soñé - En Vivo,zoé soñé - en vivo
spotify:track:2alIsNw1mqEShbWyO1HXZZ,"Sebastian Yatra, Luis Figueroa, Lary Over",Por Perro,"sebastian yatra, luis figueroa, lary over por perro"
spotify:track:5eyMxSdSDoOMEwyM1llGY6,Guaynaa,Rebota,guaynaa rebota
spotify:track:3MnQStkhHNhKuOy5Uk8mHv,"Ghetto Kids, Mad Fuentes",Tra Tra Tra,"ghetto kids, mad fuentes tra tra tra"
spotify:track:0bCPJsVGDxPYwQMDZMi4NW,"Bad Bunny, Myke Towers",Estamos Arriba,"bad bunny, myke towers estamos arriba"
spotify:track:4KkUjFkcQvGvWekl8RATDn,"6ix9ine, Anuel AA",BEBE,"6ix9ine, anuel aa bebe"
spotify:track:0REjFxlMJRQxPqWSdmXiAT,Farruko,Nadie,farruko nadie
spotify:track:2x0RZdkZcD8QRI53XT4GI5,"Avicii, Aloe Blacc",SOS (feat. Aloe Blacc),"avicii, aloe blacc sos (feat. aloe blacc)"
spotify:track:28O1p0bQXH2F6Qn8jBZZR4,"Rvssian, Farruko, J Balvin",Ponle,"rvssian, farruko, j balvin ponle"
spotify:track:1KSqYYJFyfTecXFk9M0prc,"Wisin, Ozuna",Escápate Conmigo (feat. Ozuna),"wisin, ozuna escápate conmigo (feat. ozuna)"
