uri,artist_names,track_name,search_term
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52","bizarrap, quevedo quevedo: bzrp music sessions, vol. 52"
spotify:track:5JhUm1v5AbI5Yu6jLKCPRO,Grupo Frontera,No Se Va - En Vivo,grupo frontera no se va - en vivo
spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,manuel turizo la bachata
spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,bad bunny efecto
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,"bad bunny, chencho corleone me porto bonito"
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,bad bunny tití me preguntó
spotify:track:5PfFHceiEv61KldMOuVrv8,"Peso Pluma, Luis R Conriquez",Siempre Pendientes,"peso pluma, luis r conriquez siempre pendientes"
spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,bad bunny neverita
spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,"bad bunny, bomba estéreo ojitos lindos"
spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,rosalía despechá
spotify:track:4w273WCBXwM4P3jTX5HkB2,"Grupo Marca Registrada, Junior H",El Rescate,"grupo marca registrada, junior h el rescate"
spotify:track:5kpxVMDvYGRmNqawPqDTYR,"La Adictiva, Luis R Conriquez",JGL,"la adictiva, luis r conriquez jgl"
spotify:track:7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,karol g provenza
spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,bad bunny moscow mule
spotify:track:0uBcoM4zxRXk7kmsmxoiFS,"Grupo Firme, Luis Mexia",Calidad,"grupo firme, luis mexia calidad"
spotify:track:79HZAZNnOE97rb2hnI0XQr,"Rauw Alejandro, Lyanno, Brray",LOKERA,"rauw alejandro, lyanno, brray lokera"
spotify:track:74WROFXsox6wkeUrEK2DS6,Eden Muñoz,Chale,eden muñoz chale
spotify:track:7Jph6HJbfURt4Fea19IED3,Grupo Marca Registrada,Si Fuera Fácil,grupo marca registrada si fuera fácil
spotify:track:3ZGkdrigbWXLgHungXfZkt,"Junior H, Luis R Conriquez",Los Botones Azules,"junior h, luis r conriquez los botones azules"
spotify:track:4tYFy8ALRjIZvnvSLw5lxN,"Bad Bunny, Rauw Alejandro",Party,"bad bunny, rauw alejandro party"
spotify:track:7gwT3HGL84vF7bgtwL1N88,Lasso,Ojos Marrones,lasso ojos marrones
spotify:track:1kJXYVVUu7o3B9gaJpoxjm,Julión Álvarez y su Norteño Banda,Que Te Vaya Bien,julión álvarez y su norteño banda que te vaya bien
spotify:track:1797zYiX4cKosMH836X9Gt,"Bad Bunny, Tony Dize",La Corriente,"bad bunny, tony dize la corriente"
spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,harry styles as it was
spotify:track:3bvJftZKZe5QKz433NczyV,Carin Leon,No Es Por Acá,carin leon no es por acá
spotify:track:3XfUFGzbr0LmwFVoLXd9cO,"Fuerza Regida, Edgardo Nuñez",Billete Grande (En Vivo),"fuerza regida, edgardo nuñez billete grande (en vivo)"
spotify:track:0kTMK4gNFfLXaTb62w1UaJ,"Pablo Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",BABY OTAKU,"pablo pesadilla, polimá westcoast, nickoog clk, fran c baby otaku"
spotify:track:2rurDawMfoKP4uHyb2kJBt,"Shakira, Rauw Alejandro",Te Felicito,"shakira, rauw alejandro te felicito"
spotify:track:41oY4WCTj5kccfesTVFnvN,"Bad Bunny, Jhayco",Tarot,"bad bunny, jhayco tarot"
spotify:track:7dMTCS9BLzBqYTlAuHP8TM,Danna Paola,XT4S1S,danna paola xt4s1s
spotify:track:2NWaWZZLFMcr5P4uI2KvWy,Victor Cibrian,En El Radio Un Cochinero,victor cibrian en el radio un cochinero
spotify:track:6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Coco,bad bunny un coco
spotify:track:1ga4PztXOIw1yBbdUt2X8v,"KAROL G, Maldy",GATÚBELA,"karol g, maldy gatúbela"
spotify:track:1RGlfmdvcfatN0ZLOmzanS,Junior H,El Hijo Mayor,junior h el hijo mayor
spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,cris mj una noche en medellín
spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),"sam smith, kim petras unholy (feat. kim petras)"
spotify:track:2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,feid feliz cumpleaños ferxxo
spotify:track:0UXlu64mDLvfzR8IXMz06J,Christian Nodal,Ya No Somos Ni Seremos,christian nodal ya no somos ni seremos
spotify:track:75UMtPC77vqKRwfSuYuNPO,Kevin Kaarl,San Lucas,kevin kaarl san lucas
spotify:track:4d4ZXH4dr5bYfgErHiZCX2,Bad Bunny,Dos Mil 16,bad bunny dos mil 16
spotify:track:5IdyvWCaUa7AgTxMsFj0wB,Grupo Los de la O,Fuga Pa Cali 2,grupo los de la o fuga pa cali 2
spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,"j balvin, bad bunny la canción"
spotify:track:4YF13O2n16dcTyGgVmiGvN,"Mau y Ricky, Carin Leon",Llorar y Llorar - con Carin Leon,"mau y ricky, carin leon llorar y llorar - con carin leon"
spotify:track:44XjoNvtwevktFKjvVe1vH,"Bad Bunny, Buscabulla",Andrea,"bad bunny, buscabulla andrea"
spotify:track:1UdzJEpgJxtuXAlCOvD4S0,Danny Ocean,Fuera del mercado,danny ocean fuera del mercado
spotify:track:3p6eieHX6oEOzJStPtEsLu,Calibre 50,Si Te Pudiera Mentir,calibre 50 si te pudiera mentir
spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,bad bunny yonaguni
spotify:track:1dm6z1fWB0cErMszU25dy2,Bad Bunny,Después de la Playa,bad bunny después de la playa
spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,rels b cómo dormiste?
spotify:track:15UfWisTMmHsMjkUUEAoAa,"Peso Pluma, Raul Vega",El Belicon,"peso pluma, raul vega el belicon"
spotify:track:1Tcm4Qi0lbzXofH11MIzJs,Carin Leon,La Boda Del Huitlacoche - Live,carin leon la boda del huitlacoche - live
spotify:track:3MjFu8fCCH2gSUxc9IVOdA,Alfredo Olivas,Sin Explicaciones,alfredo olivas sin explicaciones
spotify:track:5fhcuVxuBWfgNXGuyAtLmr,"Piso 21, Manuel Turizo",Los Cachos,"piso 21, manuel turizo los cachos"
spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),"rema, selena gomez calm down (with selena gomez)"
spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,"rauw alejandro, chencho corleone desesperados"
spotify:track:4gzsuuZypVbxs0Af1LSZyB,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"tainy, bad bunny, julieta venegas lo siento bb:/ (with bad bunny & julieta venegas)"
spotify:track:5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,bad bunny un ratito
spotify:track:0E0DRHf5PfMeor0ZCwB3oT,"Bad Bunny, The Marías",Otro Atardecer,"bad bunny, the marías otro atardecer"
spotify:track:6Yard5LK4aXEn0kBKtHSob,"Grupo Firme, Grupo Recluta",Se Fue La Pantera (En Vivo),"grupo firme, grupo recluta se fue la pantera (en vivo)"
spotify:track:3HgvO4B5LLmdPOT2d8cSZd,"LAGOS, Danny Ocean",Mónaco,"lagos, danny ocean mónaco"
spotify:track:6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,Caile,luar la l caile
spotify:track:4khWEpnaijN0G1x019Uzdr,Morat,No Se Va,morat no se va
spotify:track:2TDyyEBasw10wu5Uh94bR1,"Rauw Alejandro, Baby Rasta",PUNTO 40,"rauw alejandro, baby rasta punto 40"
spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,imagine dragons bones
spotify:track:2GQclWZHwE4fMdqShvOPWU,"Lasso, Sebastian Yatra",Ojos Marrones - Con Sebastián Yatra,"lasso, sebastian yatra ojos marrones - con sebastián yatra"
spotify:track:7FlQk2gJ6TBrHHiidvdR2O,"Becky G, KAROL G",MAMIII,"becky g, karol g mamiii"
spotify:track:7xsew7zvk3Y5XctO2W6MnO,"Camilo, Grupo Firme",Alaska,"camilo, grupo firme alaska"
spotify:track:0OLLsFyVPrjI3iL03lDFXk,Grupo Marca Registrada,Solo Me Dejaste,grupo marca registrada solo me dejaste
spotify:track:3rdAz1fbUfZxYgaCviYhRo,Rauw Alejandro,Todo De Ti,rauw alejandro todo de ti
spotify:track:798ahLNEcoFER7Vywg1FMT,Calibre 50,A La Antigüita,calibre 50 a la antigüita
spotify:track:179TZwPk0txEvjkraVTVKo,Alfredo Olivas,El Precio De La Soledad,alfredo olivas el precio de la soledad
spotify:track:2Nk3gXgekore0lfB7PCnub,Alfredo Olivas,El Paciente,alfredo olivas el paciente
spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),"david guetta, bebe rexha i'm good (blue)"
spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",DÁKITI,"bad bunny, jhay cortez dákiti"
spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,danny ocean me rehúso
spotify:track:0OTNHGKcqQbk51bOYe462Y,"Polimá Westcoast, Pailita",ULTRA SOLO,"polimá westcoast, pailita ultra solo"
spotify:track:2g12ZAzSIybDe6QC3w9DYl,Grupo Marca Registrada,El Doctor,grupo marca registrada el doctor
spotify:track:0hLHKOrFIHcr4NeWHlPTaI,Kenia OS,Mía Mía,kenia os mía mía
spotify:track:71wFwRo8xGc4lrcyKwsvba,"Bad Bunny, Tainy",Callaita,"bad bunny, tainy callaita"
spotify:track:5xwP3VbM3eBKOeFF3fwn6Z,Betillo Guerrero,Por Clave el 13,betillo guerrero por clave el 13
spotify:track:0akyEssGRVHstqCSWXusJL,Ed Maverick,Fuentes de Ortiz,ed maverick fuentes de ortiz
spotify:track:6HIIuuUIEzH1meVdGbMXyf,Grupo Firme,Ya Supérame (En Vivo),grupo firme ya supérame (en vivo)
spotify:track:6DoL1yYIwEW7VZMRaJhoJI,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),"chris jedi, anuel aa, chencho corleone, ñengo flow la llevo al cielo (ft. ñengo flow)"
spotify:track:3qx4POjFiODHPwCBjq8IEW,"Romeo Santos, Christian Nodal",Me Extraño,"romeo santos, christian nodal me extraño"
spotify:track:5jt25aFjW2kNoBqaEVaz5W,"Mora, Feid",LA INOCENTE,"mora, feid la inocente"
spotify:track:1OZpgVRQKkxcoeEocqTMRZ,Julión Álvarez y su Norteño Banda,Pongámonos De Acuerdo,julión álvarez y su norteño banda pongámonos de acuerdo
spotify:track:69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",La Santa,"bad bunny, daddy yankee la santa"
spotify:track:4R8BJggjosTswLxtkw8V7P,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,"jhayco, j balvin, bad bunny no me conoce - remix"
spotify:track:6981hdSOqG8tP6xTqaySa1,Julión Álvarez y su Norteño Banda,Ojos Verdes,julión álvarez y su norteño banda ojos verdes
spotify:track:0R7DSnSibvuE4PEHqUayqf,Plan B,Es un Secreto,plan b es un secreto
spotify:track:4XqXNU8MwPHwbgZmNXmAdc,Maluma,Junio,maluma junio
spotify:track:6ylDpki1VpIsc525KC1ojF,Sebastian Yatra,Tacones Rojos,sebastian yatra tacones rojos
spotify:track:6yKoIv4jJSb7trcphSZofT,"Yuridia, Banda MS de Sergio Lizárraga",¿Y Qué Tal Si Funciona?,"yuridia, banda ms de sergio lizárraga ¿y qué tal si funciona?"
spotify:track:28GCbKgjlVD9eDmasGbe0T,Bad Bunny,Me Fui de Vacaciones,bad bunny me fui de vacaciones
spotify:track:2uflssWlCaJ6CbTMOsUpNI,Bad Bunny,Aguacero,bad bunny aguacero
spotify:track:6TsVhM8qIkWN5cJVDIVbbz,"Wisin & Yandel, ROSALÍA",Besos Moja2,"wisin & yandel, rosalía besos moja2"
spotify:track:6YNTL320OEMAg4ORqGYt1v,"Matisse, Carin Leon",Como Lo Hice Yo,"matisse, carin leon como lo hice yo"
spotify:track:48AJSd42lXpicsGqcgopof,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,"daddy yankee, bad bunny x última vez"
spotify:track:5TMLavqGRKNxgzMBrVpC9R,"zzoilo, Aitana",Mon Amour - Remix,"zzoilo, aitana mon amour - remix"
spotify:track:4r9jkMEnArtWGH2rL2FZl0,Bad Bunny,A Tu Merced,bad bunny a tu merced
spotify:track:5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,bad bunny yo no soy celoso
spotify:track:3PpWCS95gDUDRPko3u1MZ9,Feid,Prohibidox,feid prohibidox
spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,blackpink shut down
spotify:track:4hceSKjrkDTO0nMKFcb3sj,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51","bizarrap, villano antillano villano antillano: bzrp music sessions, vol. 51"
spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,"elton john, dua lipa, pnau cold heart - pnau remix"
spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,feid normal
spotify:track:7iwJOi3hlMqZt6pj1sQOBj,Quevedo,Vista Al Mar,quevedo vista al mar
spotify:track:3K56RPWS4q200IwHiIZcUD,Los Gemelos De Sinaloa,Andamos Mejor,los gemelos de sinaloa andamos mejor
spotify:track:1quaoU1wjFHLkDXC3bNghk,Luis R Conriquez,El Buho,luis r conriquez el buho
spotify:track:6CRRlfXDdhsL6vih3J5xco,Alfredo Olivas,En Definitiva,alfredo olivas en definitiva
spotify:track:7KNSQcLwrl3bNEuV1OVHtv,Luis R Conriquez,Me Metí En El Ruedo,luis r conriquez me metí en el ruedo
spotify:track:3lGMtkONrZdJ8kTCg6KIFf,Natalia Lafourcade,Hasta la Raíz,natalia lafourcade hasta la raíz
spotify:track:0bI5WRiDfU5BY38ufOJtGu,"Maluma, Chencho Corleone",Nos Comemos Vivos,"maluma, chencho corleone nos comemos vivos"
spotify:track:18HOjcvTVV7W8YzBuOsAPS,Bad Bunny,Un Verano Sin Ti,bad bunny un verano sin ti
spotify:track:7hynhxDoDpgMIV12JuVtNa,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,"j balvin, bad bunny, marciano cantero un peso"
spotify:track:0wihfILRNOwE2156Shezc8,Bad Bunny,Agosto,bad bunny agosto
spotify:track:7cZoAjj5vufdREBJZGW2lH,"Junior H, Gabito Ballesteros",Vamos Para Arriba,"junior h, gabito ballesteros vamos para arriba"
spotify:track:1jGQu9LPVLRZ41u9onpfXy,"Cartel De Santa, Los Dos Carnales",Aka Entre el Humo,"cartel de santa, los dos carnales aka entre el humo"
spotify:track:3pQYf90V5idOGrXzosm9rt,Junior H,Se Amerita,junior h se amerita
spotify:track:35wvL50xvKpCHEJPxLOLPI,Bad Bunny,Si Estuviésemos Juntos,bad bunny si estuviésemos juntos
spotify:track:2fQrrBtuNVMWOHqLyk4EfO,Alfredo Olivas,Yo Todo Lo Doy,alfredo olivas yo todo lo doy
spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,junior h ella
spotify:track:6ggHV1SCPqLLV5U2kyW9qD,"Lenin Ramírez, Luis R Conriquez",Solita (En Vivo),"lenin ramírez, luis r conriquez solita (en vivo)"
spotify:track:7dT9D6117e5DbhnKxDLNW9,Kevin Kaarl,Colapso,kevin kaarl colapso
spotify:track:6y8z28epOv5FlaxDv1Lo5B,Ryan Castro,Jordan,ryan castro jordan
spotify:track:6nyl8kugrRsjzvpFhvw4hE,Los 2 de la S,Es Que Me Gustas - En Vivo,los 2 de la s es que me gustas - en vivo
spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,"gera mx, christian nodal botella tras botella"
spotify:track:6C1RD7YQVvt3YQj0CmuTeu,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,"bad bunny, ozuna, farruko, arcangel, ñengo flow, dj luian, mambo kingz diles"
spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Luis Miguel,Ahora Te Puedes Marchar,luis miguel ahora te puedes marchar
spotify:track:41wtwzCZkXwpnakmwJ239F,Bad Bunny,Si Veo a Tu Mamá,bad bunny si veo a tu mamá
spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,Anitta,Envolver,anitta envolver
spotify:track:2q7DY7bBua9e9Aygmz8XmB,Junior H,Como Jordan,junior h como jordan
spotify:track:7E9GeFGfjXw9LAI4ay6rsw,"Grupo Firme, Carin Leon",El Tóxico,"grupo firme, carin leon el tóxico"
spotify:track:71V6u8mPSydvEokO7XYqG6,Alfredo Olivas,El Vals Del Olvido,alfredo olivas el vals del olvido
spotify:track:0vNtFN67TIMgDokyyuUUwA,Edgardo Nuñez,El Ruddy,edgardo nuñez el ruddy
spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,Rels B,A Mí,rels b a mí
spotify:track:3yE8qL9HNfyzAbpqoMnUr8,"Aldo Trujillo, Legion RG, El Padrinito Toys",El Chaman,"aldo trujillo, legion rg, el padrinito toys el chaman"
spotify:track:3GaGWoU1KfVqgl7vnRHP55,C. Tangana,Demasiadas Mujeres,c. tangana demasiadas mujeres
spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,arctic monkeys i wanna be yours
spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,beyoncé cuff it
spotify:track:4gBxREFDhxi8Hw4qeiYt7B,"Eden Muñoz, Michelle Maciel",No Sabía Cuánto,"eden muñoz, michelle maciel no sabía cuánto"
spotify:track:4LdopLerbbhZxY6cBQyRsP,"Edicion Especial, Grupo Marca Registrada, La Ventaja, Código FN",Déjenme Hacer Dinero,"edicion especial, grupo marca registrada, la ventaja, código fn déjenme hacer dinero"
spotify:track:4OVpyR6yhYyVoRj9D7CERz,"Banda MS de Sergio Lizárraga, Carin Leon",Ojos Cerrados,"banda ms de sergio lizárraga, carin leon ojos cerrados"
spotify:track:46FdwGMcgz6gik4RCpWBAW,"Oscar Maydon, El Padrinito Toys",Los Collares,"oscar maydon, el padrinito toys los collares"
spotify:track:0ldT3gl7aGNzrJyd4b1CA4,"Grupo Firme, Lenin Ramírez",En Tu Perra Vida,"grupo firme, lenin ramírez en tu perra vida"
spotify:track:4joPCNKibsoabhpuHPofqG,"Kany García, Christian Nodal",La Siguiente,"kany garcía, christian nodal la siguiente"
spotify:track:1lRYofIUSURrWsUVafsmzH,"Joan Y Su Elite, Manuel Rodriguez",Me Gusta Mi Vida,"joan y su elite, manuel rodriguez me gusta mi vida"
spotify:track:0SRddBTphQwQcfqw4Br1uX,León Larregui,Brillas,león larregui brillas
spotify:track:0lyZyn18awzOJuVM7qzCmd,"Lenin Ramírez, Fuerza Regida, Banda Renovacion",Se Acabo - En Vivo,"lenin ramírez, fuerza regida, banda renovacion se acabo - en vivo"
spotify:track:1s59X35jDULAyOGmBuTAnd,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,"lenin ramírez, grupo firme yo ya no vuelvo contigo - en vivo"
spotify:track:1nULBrlzWatdcjA2ZctIMv,Zoé,Labios Rotos - En Vivo,zoé labios rotos - en vivo
spotify:track:2NMjggapJcXXM7WccGEBUO,Bad Bunny,Enséñame a Bailar,bad bunny enséñame a bailar
spotify:track:7ifMxHITc3NIipJO4R5NGb,"Los Gemelos De Sinaloa, Fuerza Regida",No Le Aflojo,"los gemelos de sinaloa, fuerza regida no le aflojo"
spotify:track:6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,joji glimpse of us
spotify:track:1iRvhKiXRElIH2Uf4gd95P,Jesse & Joy,Dueles,jesse & joy dueles
spotify:track:2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,Vete,bad bunny vete
spotify:track:3GSMdtJphymHEsR8K9jT5Q,León Larregui,Locos,león larregui locos
spotify:track:2TzkIzgzIHhewMxyh1u4hh,Kevin Kaarl,Vámonos a Marte,kevin kaarl vámonos a marte
spotify:track:1xO7tp4J5Wj0NeKrzIpd1V,"Christian Nodal, Banda MS de Sergio Lizárraga",La Sinvergüenza,"christian nodal, banda ms de sergio lizárraga la sinvergüenza"
spotify:track:4OwhwvKESFtuu06dTgct7i,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,"marc seguí, rauw alejandro, pol granch tiroteo - remix"
spotify:track:7G3h22znCIwaN07Q2s1ukR,Grupo Recluta,Se Fue La Pantera,grupo recluta se fue la pantera
spotify:track:0y9HZZkKo85aWYGkvjeWFA,Grupo Arriesgado,El Fugitivo - En vivo,grupo arriesgado el fugitivo - en vivo
spotify:track:3T5F6ulZvDzBQwq3wS31xZ,Grupo Arriesgado,Enloquecido,grupo arriesgado enloquecido
spotify:track:6wtZPYBIXUvCpXwVjMCJBf,"Polimá Westcoast, Pailita, Feid, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,"polimá westcoast, pailita, feid, paloma mami, de la ghetto ultra solo remix"
spotify:track:4H3t8C59tXjKf1R2iKtc5M,Marca MP,Ya Acabo,marca mp ya acabo
spotify:track:2QrU43HoJRNBrbo2XLI9DS,Alfredo Olivas,No,alfredo olivas no
spotify:track:69Ej1xrGjOcHvIMtMKxK0G,Don Omar,Dile,don omar dile
spotify:track:6Pur3hWy6Nzc27ilmsp5HA,Los Enanitos Verdes,Lamento Boliviano,los enanitos verdes lamento boliviano
spotify:track:6nAlJuLlRlpAcq30xIqKJs,Plan B,¿Por Que Te Demoras?,plan b ¿por que te demoras?
spotify:track:1GBaQ3nnwxO3WVDUzKZ4kX,Chuy Lizarraga y Su Banda Tierra Sinaloense,Partido En Dos,chuy lizarraga y su banda tierra sinaloense partido en dos
spotify:track:0UvZcEfpzVyx47QsRbjyBz,Bad Bunny,El Apagón,bad bunny el apagón
spotify:track:4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,ingratax parís
spotify:track:0bI7K9Becu2dtXK1Q3cZNB,"Tiësto, KAROL G",Don't Be Shy,"tiësto, karol g don't be shy"
spotify:track:55mzJ0LftLnef8sxAjrMkU,"Santa Fe Klan, Neto Peña, Yoss Bones",Debo Entender,"santa fe klan, neto peña, yoss bones debo entender"
spotify:track:4NUt1fcnO9aQAELBgXq3Kr,Alejandro Fernández,Me Dediqué a Perderte,alejandro fernández me dediqué a perderte
spotify:track:2vmfvSoZBFAt9hhRoEByLi,"Aventura, Bad Bunny",Volví,"aventura, bad bunny volví"
spotify:track:3nD8VUJphfkoxSjy4lmeP1,JR Torres,Un Suspiró,jr torres un suspiró
spotify:track:6wTqVQ6RRkqAyT5XDGcRq4,El Fantasma,Fuera De Servicio,el fantasma fuera de servicio
spotify:track:31REg67eoHJSvMLUcEmGNj,La Arrolladora Banda El Limón De Rene Camacho,El Final De Nuestra Historia,la arrolladora banda el limón de rene camacho el final de nuestra historia
spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,maluma hawái
spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,harry styles late night talking
spotify:track:6Z0ybnsUBhbZ9ZjPW64eoF,Belanova,Rosa Pastel,belanova rosa pastel
spotify:track:1Wrzhfa5bNlqvsnCztz190,Hombres G,Devuélveme a mi chica,hombres g devuélveme a mi chica
spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,blackpink pink venom
spotify:track:1hHnCReCPe1FUkGLTeuCaC,Fuerza Regida,Me Acostumbre A Lo Bueno,fuerza regida me acostumbre a lo bueno
spotify:track:1bnSKjuPEd8FPACxqA5Mos,Efecto Elegante,Préstame Tu Corazón,efecto elegante préstame tu corazón
spotify:track:3MdhvQ8BprBhd4lYlgtPt2,Tito Torbellino Jr,El Vago De Los Nike,tito torbellino jr el vago de los nike
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,the weeknd blinding lights
spotify:track:7w47Qtyrw5y4w5Qa0wNjco,"Natanael Cano, Steve Aoki",Nataaoki,"natanael cano, steve aoki nataaoki"
spotify:track:5gS11pL9yQcnKrzbmliOwh,Natanael Cano,Brillo,natanael cano brillo
spotify:track:7l4cSfrED7RrtT0t5CSOzv,Siddhartha,00:00,siddhartha 00:00
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,onerepublic i ain't worried
spotify:track:2LJRoFOtMGLnSxJqlJuhge,Gerardo Ortiz,Tranquilito,gerardo ortiz tranquilito
spotify:track:32MQwnY0WUaNVT7i4W9d9F,Alfredo Olivas,El Malo De Culiacán,alfredo olivas el malo de culiacán
spotify:track:5J7teKIJGtqVypgYI6sqXj,"Bad Bunny, Mora",Una Vez,"bad bunny, mora una vez"
spotify:track:4ZplewvZRLFcfBa5uyBbhd,Cardenales De Nuevo León,Belleza De Cantina,cardenales de nuevo león belleza de cantina
spotify:track:56YZft0whsresPdufFqwwS,Grupo Marca Registrada,El Comerciante,grupo marca registrada el comerciante
spotify:track:6vPAmoERUMRoTZaCCSWQ12,Luis Miguel,Hasta Que Me Olvides,luis miguel hasta que me olvides
spotify:track:6b68vfUlXy2i2dO79z3h5W,"Luis Angel ""El Flaco""",Y Si Se Quiere Ir,"luis angel ""el flaco"" y si se quiere ir"
spotify:track:0zCOT028cU3DeCqN1G18wE,Inspector,Amargo Adiós,inspector amargo adiós
spotify:track:7a8GawTVgHZvBLQOh46he7,Arctic Monkeys,I Wanna Be Yours,arctic monkeys i wanna be yours
spotify:track:5GF0X7GdNmnouKcdhhRmtm,"Paulo Londra, Duki",Party en el Barrio (feat. Duki),"paulo londra, duki party en el barrio (feat. duki)"
spotify:track:7A07Yu1dRND3RKDzbhKrDs,Intocable,Fuerte No Soy,intocable fuerte no soy
spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,dua lipa don't start now
spotify:track:6HOOykUGBMv3LFsR9gObw5,Eden Muñoz,Creo en Ti,eden muñoz creo en ti
spotify:track:63BZhuQ6OZQmxy2RERMHko,Eden Muñoz,Oficialmente en Soltería,eden muñoz oficialmente en soltería
spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),kate bush running up that hill (a deal with god)
spotify:track:5VfkfKTTo5BRKqHwfENF0V,Calibre 50,Míranos Ahora,calibre 50 míranos ahora
spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,the weeknd die for you
spotify:track:4UyVCLbNG8yhrqbzeSmdho,"Black Eyed Peas, Shakira, David Guetta",DON'T YOU WORRY,"black eyed peas, shakira, david guetta don't you worry"
spotify:track:6F9yAYUaNbUhdlQyt5uZ3b,Luis Miguel,La Incondicional,luis miguel la incondicional
